news_id,category,subcategory,title,abstract
N38035,sports,baseball_mlb,"13 Yankees who could be outta here | Aroldis Chapman, Didi Gregorius, Clint Frazier, Miguel Andujar moving on?","HOUSTON -- One of the emotions that Aaron Judge was feeling after the Yankees' season ended on Saturday night was sadness. Along with frustration and anger and hurt, Judge was realizing how much he was going to miss retiring pitcher CC Sabathia right after the Yankees' 6-4 loss to the Houston Astros in Game 6 of the American League Championship Series. ""This was the last game I'll ever going ..."
N25518,travel,traveltripideas,Everything to know about Mount Rainier National Park,"A snowcapped backdrop to Seattle and Puget Sound, Mount Rainier is a slumbering giant that last erupted in the 1890s."
N61157,autos,autossuvs,Looks Like Jeep Is Working on an Even Crazier Grand Cherokee Trackhawk,"It already has 707 horsepower, but the hood scoop on this prototype suggests that a Redeye or Demon variant is in the cards."
N8571,foodanddrink,recipes,17 Barbecue Recipes to Master,"Plus, if you haven't found your signature barbecue sauce yet, we've included a few different spins, from Alabama's signature white sauce to a sweet and smoky maple-chipotle version."
N28287,news,newscrime,25-Year-Old Killed After Deadly Shooting In Southeast Baltimore,Police are investigating after a deadly shooting in southeast Baltimore Saturday afternoon.
N17188,sports,golf,Round 2 tee times pushed up as heavy rains expected at Zozo,Players could be in for a long weekend at the Zozo Championship as heavy rains are expected for Round 2.
N46534,finance,finance-retirement,The 50 best places to retire in the US,50 Best Places to Retire in the U.S.
N31254,finance,finance-real-estate,"The most affordable apartments for rent in Zilker, Austin","If you're apartment hunting, you know how hard it can be to find a bargain nearby. So what does the low-end rental price in Zilker look like these days?"
N48194,sports,football_nfl,Should Patriots Consider This WR Trade Target Suggested By Ex-New England Exec?,The October NFL trade deadline is just around the corner and there are a couple areas the New England Patriots could stand to upgrade in. One of those positional groups
N12737,sports,basketball_ncaa,"James Bouknight applies for rehab program, case continued to Nov. 18","James Bouknight has applied to be enrolled in an accelerated pretrial rehabilitiation program, stemming from charges resulting from an on-campus incident on Sept. 27, according to attorney Rob Britt. His case has been continued until Nov. 18. The program is a court diversionary program that, if Bouknight were to successfully complete on time, could get his charges dismissed. A judge will determine on Nov. 18 whether or not he is an appropriate..."
N51949,autos,autosluxury,2021 Mercedes C-Class Convoy Caught Covered In Camouflage,We're still months away from the reveal.
N6357,news,newscrime,Man strangled to death in Seattle's Lake City neighborhood identified,"A man strangled to death in the early evening hours on Saturday in Seattle's Lake City neighborhood has been identified. The King County Medical Examiner identified the man as 52-year-old Derrick Frost and determined his cause of death was due to strangulation. Seattle police responded to the 12500 block of 33rd Ave. NE just after 6 p.m. Saturday, Oct. 12 for a report of a fight happening. Officers found Frost unresponsive on the sidewalk and..."
N20725,sports,basketball_ncaa,Mike Anthony: NCAA's decision to sit UConn's Evina Westbrook helps no one; UConn's fiery response shows there is confusion over what NCAA actually values,Geno Auriemma used his voice in front of microphones and cameras. David Benedict used his keyboard to issue a lengthy statement. Both blasted the NCAA on Friday.
N14418,foodanddrink,foodnews,The candies everyone was obsessed with the decade you were born,"We rounded up the most popular candies from each decade, from Tootsie Rolls in 1945 to Bertie Bott's Every Flavor Beans in 2000."
N21002,news,newsworld,Photos of the Day,Our top photos from the last 24 hours.
N20244,autos,autosnews,2021 Acura TLX Spy Photos Provide Best Look Yet At The Interior,There's a hint of the RDX inside.
N43035,movies,movievideo,Florence Pugh Reveals Why Filming 'Midsommar' Was Actually a 'Joy',"'Hereditary' director Ari Aster returns with 'Midsommar,' available on Blu-ray and DVD on Oct. 8."
N48044,entertainment,entertainment-books,15 Scary YA Books That Are Perfect For Halloween,It's hard to resist the urge to read something spooky in the Fall.
N11367,health,health-news,Trump rule may mean 1 million kids lose automatic free lunch,The proposal would reduce the number of people who get food stamps.
N40974,sports,football_ncaa,ASU football rewind: Sun Devils win thriller against Washington State,"Coming off a bye, ASU (4-1) hosts Washington State in a matinee showdown in Tempe. Check back for updates from Jeff Metcalfe throughout the game."
N60825,sports,football_nfl,"Bengals pulled offer they made to Shaq Barrett after MRI, per report",Shaq Barrett said he thought he was going to sign with the Bengals this past offseason.
N33071,news,newsus,Man dead in officer-involved shooting; 7th in Athens this year,"ATHENS, Ga. (CBS46)   An officer-involved shooting is under investigation after a man was shot and killed by Athens Clarke County police on Saturday. Police responded to a call about a domestic disturbance between neighbors just before 9 p.m. at The Oaks Apartments near Gaines School Road. After they met with the person who made the call, officers drove through the apartment complex looking for Nan Zhao, the other person involved in the dispute...."
N55231,foodanddrink,beverages,Jack Daniel's Has New Apple Whiskey for All Your Fall Hot Toddies,Here's your excuse to pop a bottle.
N39529,foodanddrink,newstrends,Make Ryan Scott's easy one-pot beef stew,Cookbook author and restauranteur Ryan Scott stops by TODAY with Hoda & Jenna to share one of his favorite fall recipes: a braised beef stew and roasted asparagus with a delicious pistachio pesto.
N38975,sports,football_nfl,Matt Ryan ruled out with ankle injury after strip-sack,"Ryan's injury caps off an awful day for the Falcons, who were already short on offense."
N25519,autos,autostrucks,2021 Chevy Colorado and GMC Canyon facelift spied,Don't expect major changes to the GM midsizers
N33584,health,healthagingwell,Science Says Doing This One Thing for 15 Minutes Is as Beneficial as a Vacation Day,A new study published in The Journal of Positive Psychology has found that the benefits of brief meditation are similar to that of one vacation day.
N389,news,newspolitics,"As President Trump says, 'where's the whistleblower?'","Since the whistleblower complaint came to light, it's been rapid-fire witnesses on Capitol Hill -- but the whistleblower has remained largely out of the picture."
N18516,finance,finance-retirement,13 reasons you'll regret an RV in retirement,We spoke with retirees who spend much of their time in recreational vehicles for their guidance on the cons of RV living in retirement.
N53286,sports,football_nfl,Cooper 'increasingly likely' to leave Cowboys as contract talks stall,"Without the wide receiver, Amari Cooper will the Cowboys' young offensive core be together for very long?"
N8041,travel,travel-points-rewards,How to quickly earn the Southwest Companion Pass,"Please note: the offers mentioned below are subject to change at any time and may not be available. Some perks in the frequent flyer universe can be incredibly rewarding, taking on an almost too-good-to-be-true aura. A fourth night free on paid hotel stays? $300 in travel credits that post automatically? Sign me up! However, there's one benefit …"
N47005,news,newsus,Identical twins. Identical asylum claims. Very different luck at the border,"JUAREZ, Mexico - The 12-year-old identical twins entered Texas from Mexico days apart in the foothills of Mount Cristo Rey. One came with their father. The other arrived with their mother. It was June. The family's plan was to get caught by Border Patrol agents as quickly as possible, then claim asylum so they could stay in the U.S. legally while awaiting immigration court hearings."
N57265,sports,football_nfl,Detroit Lions players discuss controversial calls in loss to Packers,The Detroit Lions discussed several critical penalties assessed against them in Monday night's loss to the Green Bay Packers.
N44681,news,newsworld,America's Melting Pot Cities,"Throughout the history of the United States, the growth of large cities has been fueled by international immigration."
